grain_id,class,class_frac,area_px,equiv_diam_px,centroid_row,centroid_col,bbox_r0,bbox_c0,bbox_r1,bbox_c1,major_px,minor_px,solidity,frac_Monazite & Xenotime,frac_Zircon,frac_Rutile,frac_Ilmenite,frac_Iron Oxides,frac_Biotite,frac_Quartz,frac_Chromite,frac_Orthoclase,frac_Carpholite,frac_Garnet-Spessartine,frac_Pseudobrookite,frac_Illite,frac_Calderite,frac_Topaz,frac_Tourmaline,frac_Unknown
1081,Quartz,1.0,122,12.463355264843006,1096.032786885246,1996.844262295082,1088,1990,1104,2008,20.76604906756288,9.607307893049068,0.7261904761904762,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1082,Quartz,1.0,684,29.51094455619561,1102.970760233918,2860.3055555555557,1094,2841,1117,2883,40.30948260381621,23.002684316104837,0.8871595330739299,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1083,Quartz,1.0,3071,62.530941476053954,1112.4405731032236,4540.553891240638,1074,4505,1154,4577,96.60776392042563,43.04148361627008,0.8684954751131222,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1084,Quartz,1.0,481,24.747287144606645,1101.4428274428274,780.5821205821206,1087,764,1116,795,29.249311128374085,24.3607999824662,0.7924217462932455,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1085,Quartz,1.0,645,28.65727667372076,1097.8248062015505,2096.280620155039,1084,2077,1115,2113,37.95671807132802,23.332681457961456,0.8475689881734559,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1086,Quartz,1.0,1125,37.8469878303024,1090.0533333333333,3236.0764444444444,1064,3220,1117,3256,52.44203203618816,28.73155520947171,0.8640552995391705,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1087,Quartz,1.0,2781,59.50528694081298,1102.7259978425027,3055.849694354549,1071,3027,1135,3088,68.29474036941387,59.34224448332872,0.8404351767905711,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1088,Quartz,1.0,1908,49.28834599938094,1095.2688679245282,393.5660377358491,1061,366,1130,425,79.33139710725689,32.60196195901028,0.8420123565754634,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1089,Quartz,1.0,1098,37.390065794529015,1095.8551912568305,3147.2304189435336,1077,3124,1118,3169,43.89723682909687,36.14835682832104,0.8330804248861912,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1090,Quartz,1.0,1608,45.247863904654565,1096.9502487562188,3300.253109452736,1074,3271,1125,3328,51.60752132574085,46.229872370165594,0.8100755667506297,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1092,Quartz,1.0,1332,41.18197510546619,1097.7762762762763,4102.370870870871,1073,4078,1118,4126,55.16813969477734,32.49001275199784,0.9018280297901151,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1093,Quartz,1.0,5495,83.64479241602383,1104.1790718835305,2935.6378525932664,1055,2889,1149,2981,95.60025838897111,74.94914896514749,0.8803268183274592,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1094,Quartz,1.0,1484,43.46823534935576,1104.9177897574125,3480.033692722372,1088,3451,1124,3512,56.745878564932575,35.41033992867985,0.8258208124652198,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1095,Quartz,1.0,721,30.29860907292697,1107.2787794729543,1060.3356449375867,1091,1042,1131,1077,38.576624630424355,29.36657631874309,0.763771186440678,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1096,Quartz,1.0,1497,43.65821341361255,1107.2792251169005,470.93854375417504,1079,444,1137,503,72.2486521295912,28.04324459254254,0.8424310635903207,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1097,Quartz,1.0,772,31.35188875547286,1104.6943005181347,939.529792746114,1089,915,1120,962,41.91072222131094,25.327135481103035,0.8616071428571429,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1098,Quartz,1.0,253,17.94796937867892,1106.9841897233202,578.7193675889328,1095,570,1117,589,20.936245488405945,16.80951368237103,0.8547297297297297,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1099,Quartz,1.0,8330,102.98585052153479,1108.7869147659064,2583.354861944778,1051,2529,1167,2644,110.35896150305213,99.1708014221966,0.9142794424322248,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1100,Quartz,1.0,575,27.05758189903005,1108.8017391304347,302.0086956521739,1095,281,1124,328,48.960001712887184,16.290603323993754,0.782312925170068,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1101,Quartz,1.0,2255,53.58316128577887,1108.9645232815965,3945.10155210643,1072,3923,1150,3970,82.47223838693652,37.11766164263966,0.8423608516996638,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1102,Quartz,1.0,1787,47.69988539233334,1102.6966983771683,1100.052042529379,1069,1076,1136,1119,67.78585897385166,35.91725167460695,0.8327120223671948,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1103,Quartz,1.0,2350,54.700209598571305,1107.8097872340425,3113.4570212765957,1063,3088,1146,3154,75.44395685608605,48.08866887075604,0.6962962962962963,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1104,Quartz,1.0,9513,110.05602113953422,1112.8249763481551,4426.8318091033325,1054,4371,1178,4497,128.0786579496612,101.21946192359218,0.8929878907350042,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1105,Quartz,1.0,1084,37.150930896720695,1120.9354243542437,97.16420664206642,1097,78,1144,118,55.20265789233162,26.97255964424873,0.8562401263823065,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1106,Quartz,1.0,1039,36.371635747926355,1114.1231953801732,2257.9037536092396,1095,2235,1134,2278,41.35120125916702,33.3660669189324,0.8910806174957119,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1107,Quartz,1.0,1134,37.99807421080277,1104.2813051146384,3004.5943562610228,1072,2989,1138,3021,64.27342818099069,26.02314212654147,0.7431192660550459,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1108,Orthoclase,1.0,698,29.811427376513585,1119.442693409742,3690.352435530086,1104,3677,1135,3710,34.59199849450591,27.226127745994745,0.8869123252858958,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
